# cid2code.txt (Version 09/22/2009)
#
# * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
# * * * * * * * * D E P R E C A T I O N   N O T I C E * * * * * * * *
#
# The use of the Adobe-Japan2-0 character collection is now deprecated
# because the Adobe-Japan1-6 character collection made it
# obsolete. Please refer to the two files named "jisx0212-jp90.txt"
# and "jisx0212-jp04.txt" for the mapping from Adobe-Japan2-0 CIDs to
# corresponding Adobe-Japan1-6 CIDs.
#
# * * * * * * * * D E P R E C A T I O N   N O T I C E * * * * * * * *
# * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
# The data in this table contains seven tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5097 "Adobe-Japan2-0 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 6067 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap resource, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap resources indicated at the head of each column
#   have both "-H" (horizontal writing mode) and "-V" (vertical
#   writing mode) versions. Those with only a "-H" version are
#   explicitly shown with the "-H" appended. Those with both do not
#   have a writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap resource are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap resource. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 and 7, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "Hojo-H" and "Hojo-V" CMaps (JIS
#   X 0212-1990 character set, ISO-2022-JP-1 encoding).
#
# o Column 3: Character codes for the "Hojo-EUC-H" and "Hojo-EUC-V"
#   CMaps (JIS X 0212-1990 character set, EUC-JP encoding).
#
# o Column 4: Character codes for the "UniHojo-UCS2-H" and
#   "UniHojo-UCS2-V" CMaps (Unicode UCS-2/UTF-16 encoding).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 5: Character codes for the "UniHojo-UTF8-H" and
#   "UniHojo-UTF8-V" CMaps (Unicode UTF-8 encoding).
#
# o Column 6: Character codes for the "UniHojo-UTF16-H" and
#   "UniHojo-UTF16-V" CMaps (Unicode UTF-16 encoding).
#
# o Column 7: Character codes for the "UniHojo-UTF32-H" and
#   "UniHojo-UTF32-V" CMaps (Unicode UTF-32 encoding).
#
CID	Hojo	Hojo-EUC	UniHojo-UCS2	UniHojo-UTF8	UniHojo-UTF16	UniHojo-UTF32
5352	662a	8fe6aa	95a1	e996a1	95a1	000095a1
5353	662b	8fe6ab	95a6	e996a6	95a6	000095a6
5354	662c	8fe6ac	95a9	e996a9	95a9	000095a9
5355	662d	8fe6ad	95ab	e996ab	95ab	000095ab
5356	662e	8fe6ae	95ac	e996ac	95ac	000095ac
5357	662f	8fe6af	95b4	e996b4	95b4	000095b4
5358	6630	8fe6b0	95b6	e996b6	95b6	000095b6
5359	6631	8fe6b1	95ba	e996ba	95ba	000095ba
5360	6632	8fe6b2	95bd	e996bd	95bd	000095bd
5361	6633	8fe6b3	95bf	e996bf	95bf	000095bf
5362	6634	8fe6b4	95c6	e99786	95c6	000095c6
5363	6635	8fe6b5	95c8	e99788	95c8	000095c8
5364	6636	8fe6b6	95c9	e99789	95c9	000095c9
5365	6637	8fe6b7	95cb	e9978b	95cb	000095cb
5366	6638	8fe6b8	95d0	e99790	95d0	000095d0
5367	6639	8fe6b9	95d1	e99791	95d1	000095d1
5368	663a	8fe6ba	95d2	e99792	95d2	000095d2
5369	663b	8fe6bb	95d3	e99793	95d3	000095d3
5370	663c	8fe6bc	95d9	e99799	95d9	000095d9
5371	663d	8fe6bd	95da	e9979a	95da	000095da
5372	663e	8fe6be	95dd	e9979d	95dd	000095dd
5373	663f	8fe6bf	95de	e9979e	95de	000095de
5374	6640	8fe6c0	95df	e9979f	95df	000095df
5375	6641	8fe6c1	95e0	e997a0	95e0	000095e0
5376	6642	8fe6c2	95e4	e997a4	95e4	000095e4
5377	6643	8fe6c3	95e6	e997a6	95e6	000095e6
5378	6644	8fe6c4	961d	e2bb96,e9989d	2ed6,961d	00002ed6,0000961d
5379	6645	8fe6c5	961e	e9989e	961e	0000961e
5380	6646	8fe6c6	9622	e998a2	9622	00009622
5381	6647	8fe6c7	9624	e998a4	9624	00009624
5382	6648	8fe6c8	9625	e998a5	9625	00009625
5383	6649	8fe6c9	9626	e998a6	9626	00009626
5384	664a	8fe6ca	962c	e998ac	962c	0000962c
5385	664b	8fe6cb	9631	e998b1	9631	00009631
5386	664c	8fe6cc	9633	e998b3	9633	00009633
5387	664d	8fe6cd	9637	e998b7	9637	00009637
5388	664e	8fe6ce	9638	e998b8	9638	00009638
5389	664f	8fe6cf	9639	e998b9	9639	00009639
5390	6650	8fe6d0	963a	e998ba	963a	0000963a
5391	6651	8fe6d1	963c	e998bc	963c	0000963c
5392	6652	8fe6d2	963d	e998bd	963d	0000963d
5393	6653	8fe6d3	9641	e99981	9641	00009641
5394	6654	8fe6d4	9652	e99992	9652	00009652
5395	6655	8fe6d5	9654	e99994	9654	00009654
5396	6656	8fe6d6	9656	e99996	9656	00009656
5397	6657	8fe6d7	9657	e99997	9657	00009657
5398	6658	8fe6d8	9658	e99998	9658	00009658
5399	6659	8fe6d9	9661	e999a1	9661	00009661
5400	665a	8fe6da	966e	e999ae	966e	0000966e
5401	665b	8fe6db	9674	e999b4	9674	00009674
5402	665c	8fe6dc	967b	e999bb	967b	0000967b
5403	665d	8fe6dd	967c	e999bc	967c	0000967c
5404	665e	8fe6de	967e	e999be	967e	0000967e
5405	665f	8fe6df	967f	e999bf	967f	0000967f
5406	6660	8fe6e0	9681	e99a81	9681	00009681
5407	6661	8fe6e1	9682	e99a82	9682	00009682
5408	6662	8fe6e2	9683	e99a83	9683	00009683
5409	6663	8fe6e3	9684	e99a84	9684	00009684
5410	6664	8fe6e4	9689	e99a89	9689	00009689
5411	6665	8fe6e5	9691	e99a91	9691	00009691
5412	6666	8fe6e6	9696	e99a96	9696	00009696
5413	6667	8fe6e7	969a	e99a9a	969a	0000969a
5414	6668	8fe6e8	969d	e99a9d	969d	0000969d
5415	6669	8fe6e9	969f	e99a9f	969f	0000969f
5416	666a	8fe6ea	96a4	e99aa4	96a4	000096a4
5417	666b	8fe6eb	96a5	e99aa5	96a5	000096a5
5418	666c	8fe6ec	96a6	e99aa6	96a6	000096a6
5419	666d	8fe6ed	96a9	e99aa9	96a9	000096a9
5420	666e	8fe6ee	96ae	e99aae	96ae	000096ae
5421	666f	8fe6ef	96af	e99aaf	96af	000096af
5422	6670	8fe6f0	96b3	e99ab3	96b3	000096b3
5423	6671	8fe6f1	96ba	e99aba	96ba	000096ba
5424	6672	8fe6f2	96ca	e99b8a	96ca	000096ca
5425	6673	8fe6f3	96d2	e99b92	96d2	000096d2
5426	6674	8fe6f4	5db2	e5b6b2	5db2	00005db2
5427	6675	8fe6f5	96d8	e99b98	96d8	000096d8
5428	6676	8fe6f6	96da	e99b9a	96da	000096da
5429	6677	8fe6f7	96dd	e99b9d	96dd	000096dd
5430	6678	8fe6f8	96de	e99b9e	96de	000096de
5431	6679	8fe6f9	96df	e99b9f	96df	000096df
5432	667a	8fe6fa	96e9	e99ba9	96e9	000096e9
5433	667b	8fe6fb	96ef	e99baf	96ef	000096ef
5434	667c	8fe6fc	96f1	e99bb1	96f1	000096f1
5435	667d	8fe6fd	96fa	e99bba	96fa	000096fa
5436	667e	8fe6fe	9702	e99c82	9702	00009702
5437	6721	8fe7a1	9703	e99c83	9703	00009703
5438	6722	8fe7a2	9705	e99c85	9705	00009705
5439	6723	8fe7a3	9709	e99c89	9709	00009709
5440	6724	8fe7a4	971a	e99c9a	971a	0000971a
5441	6725	8fe7a5	971b	e99c9b	971b	0000971b
5442	6726	8fe7a6	971d	e99c9d	971d	0000971d
5443	6727	8fe7a7	9721	e99ca1	9721	00009721
5444	6728	8fe7a8	9722	e99ca2	9722	00009722
5445	6729	8fe7a9	9723	e99ca3	9723	00009723
5446	672a	8fe7aa	9728	e99ca8	9728	00009728
5447	672b	8fe7ab	9731	e99cb1	9731	00009731
5448	672c	8fe7ac	9733	e99cb3	9733	00009733
5449	672d	8fe7ad	9741	e99d81	9741	00009741
5450	672e	8fe7ae	9743	e99d83	9743	00009743
5451	672f	8fe7af	974a	e99d8a	974a	0000974a
5452	6730	8fe7b0	974e	e99d8e	974e	0000974e
5453	6731	8fe7b1	974f	e99d8f	974f	0000974f
5454	6732	8fe7b2	9755	e99d95	9755	00009755
5455	6733	8fe7b3	9757	e99d97	9757	00009757
5456	6734	8fe7b4	9758	e99d98	9758	00009758
5457	6735	8fe7b5	975a	e99d9a	975a	0000975a
5458	6736	8fe7b6	975b	e99d9b	975b	0000975b
5459	6737	8fe7b7	9763	e99da3	9763	00009763
5460	6738	8fe7b8	9767	e99da7	9767	00009767
5461	6739	8fe7b9	976a	e99daa	976a	0000976a
5462	673a	8fe7ba	976e	e99dae	976e	0000976e
5463	673b	8fe7bb	9773	e99db3	9773	00009773
5464	673c	8fe7bc	9776	e99db6	9776	00009776
5465	673d	8fe7bd	9777	e99db7	9777	00009777
5466	673e	8fe7be	9778	e99db8	9778	00009778
5467	673f	8fe7bf	977b	e99dbb	977b	0000977b
5468	6740	8fe7c0	977d	e99dbd	977d	0000977d
5469	6741	8fe7c1	977f	e99dbf	977f	0000977f
5470	6742	8fe7c2	9780	e99e80	9780	00009780
5471	6743	8fe7c3	9789	e99e89	9789	00009789
5472	6744	8fe7c4	9795	e99e95	9795	00009795
5473	6745	8fe7c5	9796	e99e96	9796	00009796
5474	6746	8fe7c6	9797	e99e97	9797	00009797
5475	6747	8fe7c7	9799	e99e99	9799	00009799
5476	6748	8fe7c8	979a	e99e9a	979a	0000979a
5477	6749	8fe7c9	979e	e99e9e	979e	0000979e
5478	674a	8fe7ca	979f	e99e9f	979f	0000979f
5479	674b	8fe7cb	97a2	e99ea2	97a2	000097a2
5480	674c	8fe7cc	97ac	e99eac	97ac	000097ac
5481	674d	8fe7cd	97ae	e99eae	97ae	000097ae
5482	674e	8fe7ce	97b1	e99eb1	97b1	000097b1
5483	674f	8fe7cf	97b2	e99eb2	97b2	000097b2
5484	6750	8fe7d0	97b5	e99eb5	97b5	000097b5
5485	6751	8fe7d1	97b6	e99eb6	97b6	000097b6
5486	6752	8fe7d2	97b8	e99eb8	97b8	000097b8
5487	6753	8fe7d3	97b9	e99eb9	97b9	000097b9
5488	6754	8fe7d4	97ba	e99eba	97ba	000097ba
5489	6755	8fe7d5	97bc	e99ebc	97bc	000097bc
5490	6756	8fe7d6	97be	e99ebe	97be	000097be
5491	6757	8fe7d7	97bf	e99ebf	97bf	000097bf
5492	6758	8fe7d8	97c1	e99f81	97c1	000097c1
5493	6759	8fe7d9	97c4	e99f84	97c4	000097c4
5494	675a	8fe7da	97c5	e99f85	97c5	000097c5
5495	675b	8fe7db	97c7	e99f87	97c7	000097c7
5496	675c	8fe7dc	97c9	e99f89	97c9	000097c9
5497	675d	8fe7dd	97ca	e99f8a	97ca	000097ca
5498	675e	8fe7de	97cc	e99f8c	97cc	000097cc
5499	675f	8fe7df	97cd	e99f8d	97cd	000097cd
5500	6760	8fe7e0	97ce	e99f8e	97ce	000097ce
5501	6761	8fe7e1	97d0	e99f90	97d0	000097d0
5502	6762	8fe7e2	97d1	e99f91	97d1	000097d1
5503	6763	8fe7e3	97d4	e99f94	97d4	000097d4
5504	6764	8fe7e4	97d7	e99f97	97d7	000097d7
5505	6765	8fe7e5	97d8	e99f98	97d8	000097d8
5506	6766	8fe7e6	97d9	e99f99	97d9	000097d9
5507	6767	8fe7e7	97dd	e99f9d	97dd	000097dd
5508	6768	8fe7e8	97de	e99f9e	97de	000097de
5509	6769	8fe7e9	97e0	e99fa0	97e0	000097e0
5510	676a	8fe7ea	97db	e99f9b	97db	000097db
5511	676b	8fe7eb	97e1	e99fa1	97e1	000097e1
5512	676c	8fe7ec	97e4	e99fa4	97e4	000097e4
5513	676d	8fe7ed	97ef	e99faf	97ef	000097ef
5514	676e	8fe7ee	97f1	e99fb1	97f1	000097f1
5515	676f	8fe7ef	97f4	e99fb4	97f4	000097f4
5516	6770	8fe7f0	97f7	e99fb7	97f7	000097f7
5517	6771	8fe7f1	97f8	e99fb8	97f8	000097f8
5518	6772	8fe7f2	97fa	e99fba	97fa	000097fa
5519	6773	8fe7f3	9807	e9a087	9807	00009807
5520	6774	8fe7f4	980a	e9a08a	980a	0000980a
5521	6775	8fe7f5	9819	e9a099	9819	00009819
5522	6776	8fe7f6	980d	e9a08d	980d	0000980d
5523	6777	8fe7f7	980e	e9a08e	980e	0000980e
5524	6778	8fe7f8	9814	e9a094	9814	00009814
5525	6779	8fe7f9	9816	e9a096	9816	00009816
5526	677a	8fe7fa	981c	e9a09c	981c	0000981c
5527	677b	8fe7fb	981e	e9a09e	981e	0000981e
5528	677c	8fe7fc	9820	e9a0a0	9820	00009820
5529	677d	8fe7fd	9823	e9a0a3	9823	00009823
5530	677e	8fe7fe	9826	e9a0a6	9826	00009826
5531	6821	8fe8a1	982b	e9a0ab	982b	0000982b
5532	6822	8fe8a2	982e	e9a0ae	982e	0000982e
5533	6823	8fe8a3	982f	e9a0af	982f	0000982f
5534	6824	8fe8a4	9830	e9a0b0	9830	00009830
5535	6825	8fe8a5	9832	e9a0b2	9832	00009832
5536	6826	8fe8a6	9833	e9a0b3	9833	00009833
5537	6827	8fe8a7	9835	e9a0b5	9835	00009835
5538	6828	8fe8a8	9825	e9a0a5	9825	00009825
5539	6829	8fe8a9	983e	e9a0be	983e	0000983e
5540	682a	8fe8aa	9844	e9a184	9844	00009844
5541	682b	8fe8ab	9847	e9a187	9847	00009847
5542	682c	8fe8ac	984a	e9a18a	984a	0000984a
5543	682d	8fe8ad	9851	e9a191	9851	00009851
5544	682e	8fe8ae	9852	e9a192	9852	00009852
5545	682f	8fe8af	9853	e9a193	9853	00009853
5546	6830	8fe8b0	9856	e9a196	9856	00009856
5547	6831	8fe8b1	9857	e9a197	9857	00009857
5548	6832	8fe8b2	9859	e9a199	9859	00009859
5549	6833	8fe8b3	985a	e9a19a	985a	0000985a
5550	6834	8fe8b4	9862	e9a1a2	9862	00009862
5551	6835	8fe8b5	9863	e9a1a3	9863	00009863
5552	6836	8fe8b6	9865	e9a1a5	9865	00009865
5553	6837	8fe8b7	9866	e9a1a6	9866	00009866
5554	6838	8fe8b8	986a	e9a1aa	986a	0000986a
5555	6839	8fe8b9	986c	e9a1ac	986c	0000986c
5556	683a	8fe8ba	98ab	e9a2ab	98ab	000098ab
5557	683b	8fe8bb	98ad	e9a2ad	98ad	000098ad
5558	683c	8fe8bc	98ae	e9a2ae	98ae	000098ae
5559	683d	8fe8bd	98b0	e9a2b0	98b0	000098b0
5560	683e	8fe8be	98b4	e9a2b4	98b4	000098b4
5561	683f	8fe8bf	98b7	e9a2b7	98b7	000098b7
5562	6840	8fe8c0	98b8	e9a2b8	98b8	000098b8
5563	6841	8fe8c1	98ba	e9a2ba	98ba	000098ba
5564	6842	8fe8c2	98bb	e9a2bb	98bb	000098bb
5565	6843	8fe8c3	98bf	e9a2bf	98bf	000098bf
5566	6844	8fe8c4	98c2	e9a382	98c2	000098c2
5567	6845	8fe8c5	98c5	e9a385	98c5	000098c5
5568	6846	8fe8c6	98c8	e9a388	98c8	000098c8
5569	6847	8fe8c7	98cc	e9a38c	98cc	000098cc
5570	6848	8fe8c8	98e1	e9a3a1	98e1	000098e1
5571	6849	8fe8c9	98e3	e9a3a3	98e3	000098e3
5572	684a	8fe8ca	98e5	e9a3a5	98e5	000098e5
5573	684b	8fe8cb	98e6	e9a3a6	98e6	000098e6
5574	684c	8fe8cc	98e7	e9a3a7	98e7	000098e7
5575	684d	8fe8cd	98ea	e9a3aa	98ea	000098ea
5576	684e	8fe8ce	98f3	e9a3b3	98f3	000098f3
5577	684f	8fe8cf	98f6	e9a3b6	98f6	000098f6
5578	6850	8fe8d0	9902	e9a482	9902	00009902
5579	6851	8fe8d1	9907	e9a487	9907	00009907
5580	6852	8fe8d2	9908	e9a488	9908	00009908
5581	6853	8fe8d3	9911	e9a491	9911	00009911
5582	6854	8fe8d4	9915	e9a495	9915	00009915
5583	6855	8fe8d5	9916	e9a496	9916	00009916
5584	6856	8fe8d6	9917	e9a497	9917	00009917
5585	6857	8fe8d7	991a	e9a49a	991a	0000991a
5586	6858	8fe8d8	991b	e9a49b	991b	0000991b
5587	6859	8fe8d9	991c	e9a49c	991c	0000991c
5588	685a	8fe8da	991f	e9a49f	991f	0000991f
5589	685b	8fe8db	9922	e9a4a2	9922	00009922
5590	685c	8fe8dc	9926	e9a4a6	9926	00009926
5591	685d	8fe8dd	9927	e9a4a7	9927	00009927
5592	685e	8fe8de	992b	e9a4ab	992b	0000992b
5593	685f	8fe8df	9931	e9a4b1	9931	00009931
5594	6860	8fe8e0	9932	e9a4b2	9932	00009932
5595	6861	8fe8e1	9933	e9a4b3	9933	00009933
5596	6862	8fe8e2	9934	e9a4b4	9934	00009934
5597	6863	8fe8e3	9935	e9a4b5	9935	00009935
5598	6864	8fe8e4	9939	e9a4b9	9939	00009939
5599	6865	8fe8e5	993a	e9a4ba	993a	0000993a
5600	6866	8fe8e6	993b	e9a4bb	993b	0000993b
5601	6867	8fe8e7	993c	e9a4bc	993c	0000993c
5602	6868	8fe8e8	9940	e9a580	9940	00009940
5603	6869	8fe8e9	9941	e9a581	9941	00009941
5604	686a	8fe8ea	9946	e9a586	9946	00009946
5605	686b	8fe8eb	9947	e9a587	9947	00009947
5606	686c	8fe8ec	9948	e9a588	9948	00009948
5607	686d	8fe8ed	994d	e9a58d	994d	0000994d
5608	686e	8fe8ee	994e	e9a58e	994e	0000994e
5609	686f	8fe8ef	9954	e9a594	9954	00009954
5610	6870	8fe8f0	9958	e9a598	9958	00009958
5611	6871	8fe8f1	9959	e9a599	9959	00009959
5612	6872	8fe8f2	995b	e9a59b	995b	0000995b
5613	6873	8fe8f3	995c	e9a59c	995c	0000995c
5614	6874	8fe8f4	995e	e9a59e	995e	0000995e
5615	6875	8fe8f5	995f	e9a59f	995f	0000995f
5616	6876	8fe8f6	9960	e9a5a0	9960	00009960
5617	6877	8fe8f7	999b	e9a69b	999b	0000999b
5618	6878	8fe8f8	999d	e9a69d	999d	0000999d
5619	6879	8fe8f9	999f	e9a69f	999f	0000999f
5620	687a	8fe8fa	99a6	e9a6a6	99a6	000099a6
5621	687b	8fe8fb	99b0	e9a6b0	99b0	000099b0
5622	687c	8fe8fc	99b1	e9a6b1	99b1	000099b1
5623	687d	8fe8fd	99b2	e9a6b2	99b2	000099b2
5624	687e	8fe8fe	99b5	e9a6b5	99b5	000099b5
5625	6921	8fe9a1	99b9	e9a6b9	99b9	000099b9
5626	6922	8fe9a2	99ba	e9a6ba	99ba	000099ba
5627	6923	8fe9a3	99bd	e9a6bd	99bd	000099bd
5628	6924	8fe9a4	99bf	e9a6bf	99bf	000099bf
5629	6925	8fe9a5	99c3	e9a783	99c3	000099c3
5630	6926	8fe9a6	99c9	e9a789	99c9	000099c9
5631	6927	8fe9a7	99d3	e9a793	99d3	000099d3
5632	6928	8fe9a8	99d4	e9a794	99d4	000099d4
5633	6929	8fe9a9	99d9	e9a799	99d9	000099d9
5634	692a	8fe9aa	99da	e9a79a	99da	000099da
5635	692b	8fe9ab	99dc	e9a79c	99dc	000099dc
5636	692c	8fe9ac	99de	e9a79e	99de	000099de
5637	692d	8fe9ad	99e7	e9a7a7	99e7	000099e7
5638	692e	8fe9ae	99ea	e9a7aa	99ea	000099ea
5639	692f	8fe9af	99eb	e9a7ab	99eb	000099eb
5640	6930	8fe9b0	99ec	e9a7ac	99ec	000099ec
5641	6931	8fe9b1	99f0	e9a7b0	99f0	000099f0
5642	6932	8fe9b2	99f4	e9a7b4	99f4	000099f4
5643	6933	8fe9b3	99f5	e9a7b5	99f5	000099f5
5644	6934	8fe9b4	99f9	e9a7b9	99f9	000099f9
5645	6935	8fe9b5	99fd	e9a7bd	99fd	000099fd
5646	6936	8fe9b6	99fe	e9a7be	99fe	000099fe
5647	6937	8fe9b7	9a02	e9a882	9a02	00009a02
5648	6938	8fe9b8	9a03	e9a883	9a03	00009a03
5649	6939	8fe9b9	9a04	e9a884	9a04	00009a04
5650	693a	8fe9ba	9a0b	e9a88b	9a0b	00009a0b
5651	693b	8fe9bb	9a0c	e9a88c	9a0c	00009a0c
5652	693c	8fe9bc	9a10	e9a890	9a10	00009a10
5653	693d	8fe9bd	9a11	e9a891	9a11	00009a11
5654	693e	8fe9be	9a16	e9a896	9a16	00009a16
5655	693f	8fe9bf	9a1e	e9a89e	9a1e	00009a1e
5656	6940	8fe9c0	9a20	e9a8a0	9a20	00009a20
5657	6941	8fe9c1	9a22	e9a8a2	9a22	00009a22
5658	6942	8fe9c2	9a23	e9a8a3	9a23	00009a23
5659	6943	8fe9c3	9a24	e9a8a4	9a24	00009a24
5660	6944	8fe9c4	9a27	e9a8a7	9a27	00009a27
5661	6945	8fe9c5	9a2d	e9a8ad	9a2d	00009a2d
5662	6946	8fe9c6	9a2e	e9a8ae	9a2e	00009a2e
5663	6947	8fe9c7	9a33	e9a8b3	9a33	00009a33
5664	6948	8fe9c8	9a35	e9a8b5	9a35	00009a35
5665	6949	8fe9c9	9a36	e9a8b6	9a36	00009a36
5666	694a	8fe9ca	9a38	e9a8b8	9a38	00009a38
5667	694b	8fe9cb	9a47	e9a987	9a47	00009a47
5668	694c	8fe9cc	9a41	e9a981	9a41	00009a41
5669	694d	8fe9cd	9a44	e9a984	9a44	00009a44
5670	694e	8fe9ce	9a4a	e9a98a	9a4a	00009a4a
5671	694f	8fe9cf	9a4b	e9a98b	9a4b	00009a4b
5672	6950	8fe9d0	9a4c	e9a98c	9a4c	00009a4c
5673	6951	8fe9d1	9a4e	e9a98e	9a4e	00009a4e
5674	6952	8fe9d2	9a51	e9a991	9a51	00009a51
5675	6953	8fe9d3	9a54	e9a994	9a54	00009a54
5676	6954	8fe9d4	9a56	e9a996	9a56	00009a56
5677	6955	8fe9d5	9a5d	e9a99d	9a5d	00009a5d
5678	6956	8fe9d6	9aaa	e9aaaa	9aaa	00009aaa
5679	6957	8fe9d7	9aac	e9aaac	9aac	00009aac
5680	6958	8fe9d8	9aae	e9aaae	9aae	00009aae
5681	6959	8fe9d9	9aaf	e9aaaf	9aaf	00009aaf
5682	695a	8fe9da	9ab2	e9aab2	9ab2	00009ab2
5683	695b	8fe9db	9ab4	e9aab4	9ab4	00009ab4
5684	695c	8fe9dc	9ab5	e9aab5	9ab5	00009ab5
5685	695d	8fe9dd	9ab6	e9aab6	9ab6	00009ab6
5686	695e	8fe9de	9ab9	e9aab9	9ab9	00009ab9
5687	695f	8fe9df	9abb	e9aabb	9abb	00009abb
5688	6960	8fe9e0	9abe	e9aabe	9abe	00009abe
5689	6961	8fe9e1	9abf	e9aabf	9abf	00009abf
5690	6962	8fe9e2	9ac1	e9ab81	9ac1	00009ac1
5691	6963	8fe9e3	9ac3	e9ab83	9ac3	00009ac3
5692	6964	8fe9e4	9ac6	e9ab86	9ac6	00009ac6
5693	6965	8fe9e5	9ac8	e9ab88	9ac8	00009ac8
5694	6966	8fe9e6	9ace	e9ab8e	9ace	00009ace
5695	6967	8fe9e7	9ad0	e9ab90	9ad0	00009ad0
5696	6968	8fe9e8	9ad2	e9ab92	9ad2	00009ad2
5697	6969	8fe9e9	9ad5	e9ab95	9ad5	00009ad5
5698	696a	8fe9ea	9ad6	e9ab96	9ad6	00009ad6
5699	696b	8fe9eb	9ad7	e9ab97	9ad7	00009ad7
5700	696c	8fe9ec	9adb	e9ab9b	9adb	00009adb
5701	696d	8fe9ed	9adc	e9ab9c	9adc	00009adc
5702	696e	8fe9ee	9ae0	e9aba0	9ae0	00009ae0
5703	696f	8fe9ef	9ae4	e9aba4	9ae4	00009ae4
5704	6970	8fe9f0	9ae5	e9aba5	9ae5	00009ae5
5705	6971	8fe9f1	9ae7	e9aba7	9ae7	00009ae7
5706	6972	8fe9f2	9ae9	e9aba9	9ae9	00009ae9
5707	6973	8fe9f3	9aec	e9abac	9aec	00009aec
5708	6974	8fe9f4	9af2	e9abb2	9af2	00009af2
5709	6975	8fe9f5	9af3	e9abb3	9af3	00009af3
5710	6976	8fe9f6	9af5	e9abb5	9af5	00009af5
5711	6977	8fe9f7	9af9	e9abb9	9af9	00009af9
5712	6978	8fe9f8	9afa	e9abba	9afa	00009afa
5713	6979	8fe9f9	9afd	e9abbd	9afd	00009afd
5714	697a	8fe9fa	9aff	e9abbf	9aff	00009aff
5715	697b	8fe9fb	9b00	e9ac80	9b00	00009b00
5716	697c	8fe9fc	9b01	e9ac81	9b01	00009b01
5717	697d	8fe9fd	9b02	e9ac82	9b02	00009b02
5718	697e	8fe9fe	9b03	e9ac83	9b03	00009b03
5719	6a21	8feaa1	9b04	e9ac84	9b04	00009b04
5720	6a22	8feaa2	9b05	e9ac85	9b05	00009b05
5721	6a23	8feaa3	9b08	e9ac88	9b08	00009b08
5722	6a24	8feaa4	9b09	e9ac89	9b09	00009b09
5723	6a25	8feaa5	9b0b	e9ac8b	9b0b	00009b0b
5724	6a26	8feaa6	9b0c	e9ac8c	9b0c	00009b0c
5725	6a27	8feaa7	9b0d	e9ac8d	9b0d	00009b0d
5726	6a28	8feaa8	9b0e	e9ac8e	9b0e	00009b0e
5727	6a29	8feaa9	9b10	e9ac90	9b10	00009b10
5728	6a2a	8feaaa	9b12	e9ac92	9b12	00009b12
5729	6a2b	8feaab	9b16	e9ac96	9b16	00009b16
5730	6a2c	8feaac	9b19	e9ac99	9b19	00009b19
5731	6a2d	8feaad	9b1b	e9ac9b	9b1b	00009b1b
5732	6a2e	8feaae	9b1c	e9ac9c	9b1c	00009b1c
5733	6a2f	8feaaf	9b20	e9aca0	9b20	00009b20
5734	6a30	8feab0	9b26	e9aca6	9b26	00009b26
5735	6a31	8feab1	9b2b	e9acab	9b2b	00009b2b
5736	6a32	8feab2	9b2d	e9acad	9b2d	00009b2d
5737	6a33	8feab3	9b33	e9acb3	9b33	00009b33
5738	6a34	8feab4	9b34	e9acb4	9b34	00009b34
5739	6a35	8feab5	9b35	e9acb5	9b35	00009b35
5740	6a36	8feab6	9b37	e9acb7	9b37	00009b37
5741	6a37	8feab7	9b39	e9acb9	9b39	00009b39
5742	6a38	8feab8	9b3a	e9acba	9b3a	00009b3a
5743	6a39	8feab9	9b3d	e9acbd	9b3d	00009b3d
5744	6a3a	8feaba	9b48	e9ad88	9b48	00009b48
5745	6a3b	8feabb	9b4b	e9ad8b	9b4b	00009b4b
5746	6a3c	8feabc	9b4c	e9ad8c	9b4c	00009b4c
5747	6a3d	8feabd	9b55	e9ad95	9b55	00009b55
5748	6a3e	8feabe	9b56	e9ad96	9b56	00009b56
5749	6a3f	8feabf	9b57	e9ad97	9b57	00009b57
5750	6a40	8feac0	9b5b	e9ad9b	9b5b	00009b5b
5751	6a41	8feac1	9b5e	e9ad9e	9b5e	00009b5e
5752	6a42	8feac2	9b61	e9ada1	9b61	00009b61
5753	6a43	8feac3	9b63	e9ada3	9b63	00009b63
5754	6a44	8feac4	9b65	e9ada5	9b65	00009b65
5755	6a45	8feac5	9b66	e9ada6	9b66	00009b66
5756	6a46	8feac6	9b68	e9ada8	9b68	00009b68
5757	6a47	8feac7	9b6a	e9adaa	9b6a	00009b6a
5758	6a48	8feac8	9b6b	e9adab	9b6b	00009b6b
5759	6a49	8feac9	9b6c	e9adac	9b6c	00009b6c
5760	6a4a	8feaca	9b6d	e9adad	9b6d	00009b6d
